Sentence,Labels,POS,Words
আমি তাকে ভুলে বাইরে রেখে চলে গেলাম,Simple,"['সর্বনাম', 'সর্বনাম', 'ক্রিয়া', 'অব্যয়', 'ক্রিয়া', 'ক্রিয়া', 'ক্রিয়া']","['আমি', 'তাকে', 'ভুলে', 'বাইরে', 'রেখে', 'চলে', 'গেলাম']"
ঘুম থেকে ওঠার সময় বৃষ্টি হচ্ছিল,Simple,"['বিশেষ্য', 'অব্যয়', 'ক্রিয়া', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া']","['ঘুম', 'থেকে', 'ওঠার', 'সময়', 'বৃষ্টি', 'হচ্ছিল']"
বিয়ের অনুষ্ঠান শেষ হলে অতিথিরা সবাই ভোজে যাবেন,Simple,"['বিশেষ্য', 'বিশেষ্য', 'বিশেষণ', 'অব্যয়', 'বিশেষ্য', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া']","['বিয়ের', 'অনুষ্ঠান', 'শেষ', 'হলে', 'অতিথিরা', 'সবাই', 'ভোজে', 'যাবেন']"
সূর্য অস্ত যাওয়ার পর আমরা বাড়ি চলে গেলাম,Simple,"['বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['সূর্য', 'অস্ত', 'যাওয়ার', 'পর', 'আমরা', 'বাড়ি', 'চলে', 'গেলাম']"
খেলা শেষ হলে দর্শকেরা বাড়ি ফের গেলো,Simple,"['বিশেষ্য', 'বিশেষণ', 'অব্যয়', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['খেলা', 'শেষ', 'হলে', 'দর্শকেরা', 'বাড়ি', 'ফের', 'গেলো']"
আওয়াজ শুনলাম এবং ঘুম ভেঙে গেল,Compound,"['বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['আওয়াজ', 'শুনলাম', 'এবং', 'ঘুম', 'ভেঙে', 'গেল']"
আমি বাহিরে এলাম এবং তাকে ভুলে রেখে চলে গেলাম,Compound,"['সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষণ', 'ক্রিয়া', 'ক্রিয়া', 'ক্রিয়া']","['আমি', 'বাহিরে', 'এলাম', 'এবং', 'তাকে', 'ভুলে', 'রেখে', 'চলে', 'গেলাম']"
তিনি জেগে উঠলেন এবং বৃষ্টি হচ্ছিল,Compound,"['সর্বনাম', 'বিশেষ্য', 'বিশেষ্য', 'অব্যয়', 'বিশেষ্য', 'বিশেষ্য']","['তিনি', 'জেগে', 'উঠলেন', 'এবং', 'বৃষ্টি', 'হচ্ছিল']"
বিয়ের অনুষ্ঠান শেষ হবে এবং অতিথিরা সবাই ভোজে যাবেন,Compound,"['বিশেষ্য', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া']","['বিয়ের', 'অনুষ্ঠান', 'শেষ', 'হবে', 'এবং', 'অতিথিরা', 'সবাই', 'ভোজে', 'যাবেন']"
সূর্য ডুবে গেল এবং আমরা বাড়ি চলে গেলাম,Compound,"['বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['সূর্য', 'ডুবে', 'গেল', 'এবং', 'আমরা', 'বাড়ি', 'চলে', 'গেলাম']"
খেলা শেষ হল এবং দর্শকরা বাড়ি ফিরে গেল,Compound,"['বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া']","['খেলা', 'শেষ', 'হল', 'এবং', 'দর্শকরা', 'বাড়ি', 'ফিরে', 'গেল']"
যখন আওয়াজ শুনলাম তখন ঘুম ভেঙে গেল,Complex,"['অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া']","['যখন', 'আওয়াজ', 'শুনলাম', 'তখন', 'ঘুম', 'ভেঙে', 'গেল']"
যখন আমি বাহিরে এলাম তখন তাকে ভুলে রেখে চলে গেলাম,Complex,"['অব্যয়', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'ক্রিয়া', 'ক্রিয়া', 'ক্রিয়া', 'ক্রিয়া']","['যখন', 'আমি', 'বাহিরে', 'এলাম', 'তখন', 'তাকে', 'ভুলে', 'রেখে', 'চলে', 'গেলাম']"
"যখন ঘুম ভাঙল, তখন বৃষ্টি হচ্ছে।",Complex,"['অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া']","['যখন', 'ঘুম', 'ভাঙল', 'তখন', 'বৃষ্টি', 'হচ্ছে।']"
যখন বিয়ের অনুষ্ঠান শেষ হবে তখন অতিথিরা সবাই ভোজে যাবেন,Complex,"['অব্যয়', 'বিশেষ্য', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া']","['যখন', 'বিয়ের', 'অনুষ্ঠান', 'শেষ', 'হবে', 'তখন', 'অতিথিরা', 'সবাই', 'ভোজে', 'যাবেন']"
যেহেতু সূর্য ডুবে গেল সেহেতু আমরা বাড়ি চলে গেলাম,Complex,"['অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['যেহেতু', 'সূর্য', 'ডুবে', 'গেল', 'সেহেতু', 'আমরা', 'বাড়ি', 'চলে', 'গেলাম']"
যখন খেলা শেষ হল তখন দর্শকরা বাড়ি ফিরে গেল,Complex,"['অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['যখন', 'খেলা', 'শেষ', 'হল', 'তখন', 'দর্শকরা', 'বাড়ি', 'ফিরে', 'গেল']"
অঙ্কটি কঠিন হওয়া স্বত্তেও আমি এটি সমাধান করতে পারিনি,Simple,"['বিশেষ্য', 'বিশেষণ', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['অঙ্কটি', 'কঠিন', 'হওয়া', 'স্বত্তেও', 'আমি', 'এটি', 'সমাধান', 'করতে', 'পারিনি']"
আবহাওয়া খুব খারাপ থাকার কারনে আমরা বাড়ি যাইনি,Simple,"['বিশেষ্য', 'অব্যয়', 'বিশেষণ', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া']","['আবহাওয়া', 'খুব', 'খারাপ', 'থাকার', 'কারনে', 'আমরা', 'বাড়ি', 'যাইনি']"
সূর্য অস্ত যাওয়ার পর আমরা আমাদের খেলা বন্ধ করে দিলাম।,Simple,"['বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'সর্বনাম', 'বিশেষ্য', 'বিশেষণ', 'ক্রিয়া', 'ক্রিয়া']","['সূর্য', 'অস্ত', 'যাওয়ার', 'পর', 'আমরা', 'আমাদের', 'খেলা', 'বন্ধ', 'করে', 'দিলাম।']"
দিনটি ঝড় হওয়ায় অনেকেই বাড়ি ফিরতে পারেননি,Simple,"['বিশেষ্য', 'বিশেষ্য', 'অব্যয়', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['দিনটি', 'ঝড়', 'হওয়ায়', 'অনেকেই', 'বাড়ি', 'ফিরতে', 'পারেননি']"
পানি গরম হওয়ায় পান করতে পারিনি,Simple,"['বিশেষ্য', 'বিশেষণ', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['পানি', 'গরম', 'হওয়ায়', 'পান', 'করতে', 'পারিনি']"
দুপুরের খাবার শেষ হলে ভদ্রমহিলা চলে গেলেন,Simple,"['বিশেষ্য', 'বিশেষ্য', 'বিশেষ্য', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['দুপুরের', 'খাবার', 'শেষ', 'হলে', 'ভদ্রমহিলা', 'চলে', 'গেলেন']"
পানি লবণাক্ত হওয়ায় নাবিকরা তা পান করতে পারে না,Simple,"['বিশেষ্য', 'বিশেষণ', 'অব্যয়', 'বিশেষ্য', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া', 'অব্যয়']","['পানি', 'লবণাক্ত', 'হওয়ায়', 'নাবিকরা', 'তা', 'পান', 'করতে', 'পারে', 'না']"
আমি সত্যিকারের ভালবাসা দেখিয়েছিলাম বিধায় আমি রক্ষা পেয়েছি,Simple,"['সর্বনাম', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া']","['আমি', 'সত্যিকারের', 'ভালবাসা', 'দেখিয়েছিলাম', 'বিধায়', 'আমি', 'রক্ষা', 'পেয়েছি']"
অঙ্কটি কঠিন কিন্তু আমি এটি সমাধান করতে পারিনি,Compound,"['বিশেষ্য', 'বিশেষণ', 'অব্যয়', 'সর্বনাম', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['অঙ্কটি', 'কঠিন', 'কিন্তু', 'আমি', 'এটি', 'সমাধান', 'করতে', 'পারিনি']"
আবহাওয়া খুব খারাপ তাই আমরা বাড়ি যাইনি,Compound,"['বিশেষ্য', 'অব্যয়', 'বিশেষণ', 'অব্যয়', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া']","['আবহাওয়া', 'খুব', 'খারাপ', 'তাই', 'আমরা', 'বাড়ি', 'যাইনি']"
